log_id,qr_id,authorization_id,guest_id,guest_name,unit_id,unit_number,frontdesk_id,frontdesk_name,action_type,scanned_at,result_status,has_authorization_form,has_luggage,luggage_count,luggage_desc,companions_count,vehicle_plate_no,remarks
304,141,6097,2585,John Bautista,9079,06B,301,Maria Santos,CHECK_IN,2025-03-08 12:55:00,VALID,TRUE,TRUE,2,2 boxs,0,LEL-7828,ID verified at desk
305,131,5052,2829,Angelo Tan,9235,11B,301,Maria Santos,CHECK_OUT,2025-03-13 18:16:00,REVOKED,TRUE,FALSE,0,,0,YSV-2975,Access revoked by admin
306,128,5981,2083,Kevin Sy,9060,10A,304,Daniel Ramos,CHECK_OUT,2025-03-06 8:20:00,VALID,TRUE,TRUE,2,2 boxs,0,YIG-0187,No luggage
307,231,5808,2399,Angelo Lopez,9262,02F,303,Rica Lopez,CHECK_IN,2025-03-11 1:32:00,VALID,TRUE,TRUE,3,3 backpacks,0,CGX-7674,With companions
308,208,5849,2286,Kyle Bianchi,9045,05B,303,Rica Lopez,CHECK_IN,2025-03-13 6:53:00,NOT_FOUND,TRUE,FALSE,0,,0,,QR not recognized
309,204,5560,2849,John Sy,9237,23E,302,Carlos Mendoza,CHECK_IN,2025-03-10 0:29:00,VALID,TRUE,FALSE,0,,3,XOH-0024,ID verified at desk
310,220,5255,2590,Nina Bautista,9252,23F,302,Carlos Mendoza,CHECK_IN,2025-03-07 15:23:00,VALID,FALSE,FALSE,0,,0,NIU-7158,Smooth processing
311,166,5334,3192,Ana Tan,9164,15F,302,Carlos Mendoza,CHECK_IN,2025-03-02 12:53:00,VALID,TRUE,FALSE,0,,0,QUC-8321,With companions
312,239,5661,2648,Mae Santos,9186,04E,305,Jasmine Cruz,CHECK_IN,2025-03-04 14:29:00,VALID,TRUE,TRUE,4,4 laptop bags,2,,With companions
313,228,5453,2386,Gab Bianchi,9270,18F,305,Jasmine Cruz,CHECK_OUT,2025-03-03 22:14:00,VALID,FALSE,TRUE,2,2 small suitcases,0,LEO-9852,ID verified at desk
314,107,5243,2456,Kevin Tan,9117,10B,302,Carlos Mendoza,CHECK_IN,2025-03-03 2:55:00,VALID,TRUE,TRUE,1,1 hand carry,0,GDB-8907,No luggage
315,164,5089,2136,Mae Dela Cruz,9050,04E,302,Carlos Mendoza,CHECK_IN,2025-03-05 21:14:00,VALID,TRUE,TRUE,3,3 boxs,2,YXT-3891,No luggage
316,248,5029,3084,Sarah Cruz,9145,06E,301,Maria Santos,CHECK_OUT,2025-03-03 13:53:00,EXPIRED,FALSE,FALSE,0,,0,FOV-1256,Authorization expired
317,208,5439,3054,Miguel Flores,9058,25C,301,Maria Santos,CHECK_IN,2025-03-13 3:50:00,VALID,TRUE,FALSE,0,,0,,No printed authorization form
318,226,5237,2789,Mae Garcia,9160,22D,302,Carlos Mendoza,CHECK_IN,2025-03-07 22:42:00,NOT_FOUND,TRUE,FALSE,0,,0,VLF-0716,QR not recognized
319,212,6071,2175,Liza Tan,9203,13F,305,Jasmine Cruz,CHECK_OUT,2025-03-05 4:08:00,VALID,FALSE,TRUE,4,4 small suitcases,4,IYW-9946,No printed authorization form
320,221,5829,2993,Bea Santos,9076,25D,301,Maria Santos,CHECK_IN,2025-03-12 11:14:00,VALID,TRUE,TRUE,1,1 duffel bag,1,AFM-9524,No luggage
321,119,6065,3009,Trisha Cruz,9151,22D,304,Daniel Ramos,CHECK_IN,2025-03-13 16:14:00,VALID,FALSE,TRUE,1,1 laptop bag,0,,Manual review required
322,180,5771,2907,Trisha Reyes,9017,06E,303,Rica Lopez,CHECK_OUT,2025-03-05 1:38:00,VALID,TRUE,FALSE,0,,0,,Manual review required
323,241,6105,3172,Angelo Villanueva,9288,06E,301,Maria Santos,CHECK_IN,2025-03-12 14:10:00,VALID,TRUE,FALSE,0,,0,BAS-0255,Smooth processing
324,187,5780,2200,Nina Ramos,9183,14C,301,Maria Santos,CHECK_OUT,2025-03-06 23:13:00,VALID,TRUE,TRUE,1,1 hand carry,3,,No printed authorization form
325,109,5944,2866,Kyle Aquino,9216,09A,304,Daniel Ramos,CHECK_IN,2025-03-08 12:51:00,VALID,TRUE,FALSE,0,,0,,Late arrival
326,186,6018,3030,Carlo Bautista,9154,12D,302,Carlos Mendoza,CHECK_IN,2025-03-03 1:08:00,VALID,TRUE,TRUE,1,1 backpack,0,HTX-1919,No printed authorization form
327,169,5138,3161,Bea Villanueva,9219,07C,301,Maria Santos,CHECK_OUT,2025-03-08 4:50:00,VALID,TRUE,FALSE,0,,4,TQO-8208,With companions
328,247,6023,2437,Trisha Santos,9273,20D,305,Jasmine Cruz,CHECK_OUT,2025-03-02 16:42:00,VALID,TRUE,TRUE,2,2 duffel bags,0,NNK-1364,ID verified at desk
329,141,5526,2484,Rafael Torres,9059,05B,301,Maria Santos,CHECK_IN,2025-03-08 9:35:00,VALID,TRUE,TRUE,1,1 large suitcase,2,,ID verified at desk
330,240,5361,2087,Angelo Dela Cruz,9029,03C,305,Jasmine Cruz,CHECK_IN,2025-03-02 18:43:00,EXPIRED,TRUE,TRUE,1,1 laptop bag,0,EHD-9818,Authorization expired
331,248,6076,2516,Angelo Lim,9122,20A,303,Rica Lopez,CHECK_IN,2025-03-14 15:07:00,VALID,FALSE,FALSE,0,,0,,No luggage
332,144,5439,2563,Trisha Flores,9131,19A,304,Daniel Ramos,CHECK_IN,2025-03-03 21:41:00,VALID,TRUE,FALSE,0,,0,ELP-5409,Smooth processing
333,113,5491,2519,Gab Navarro,9159,21F,303,Rica Lopez,CHECK_OUT,2025-03-04 2:39:00,VALID,TRUE,TRUE,1,1 laptop bag,0,JCY-3432,Manual review required
334,181,5833,2070,Paolo Lim,9252,16F,304,Daniel Ramos,CHECK_OUT,2025-03-08 21:42:00,VALID,FALSE,FALSE,0,,0,QCL-6985,Manual review required
335,107,5107,2377,Trisha Tan,9002,13B,303,Rica Lopez,CHECK_IN,2025-03-03 4:54:00,VALID,TRUE,FALSE,0,,0,ETV-6577,With companions
336,166,5356,2671,Mae Cruz,9044,14C,302,Carlos Mendoza,CHECK_IN,2025-03-09 22:04:00,REVOKED,FALSE,TRUE,1,1 box,0,COG-4206,Access revoked by admin
337,209,5533,2306,Mark Ramos,9088,19A,301,Maria Santos,CHECK_OUT,2025-03-11 5:39:00,VALID,FALSE,FALSE,0,,0,,Late arrival
338,148,5546,2590,Angelo Navarro,9067,14B,305,Jasmine Cruz,CHECK_IN,2025-03-07 18:32:00,VALID,TRUE,TRUE,2,2 small suitcases,3,,Manual review required
339,163,5758,3194,Trisha Lim,9006,16B,303,Rica Lopez,CHECK_OUT,2025-03-10 9:07:00,VALID,TRUE,FALSE,0,,0,DRB-0537,No printed authorization form
340,111,5011,2520,Bea Bianchi,9196,10D,303,Rica Lopez,CHECK_IN,2025-03-14 1:35:00,VALID,TRUE,TRUE,4,4 backpacks,0,,No printed authorization form
341,235,5887,2291,Paolo Gomez,9161,02B,304,Daniel Ramos,CHECK_OUT,2025-03-07 17:27:00,VALID,FALSE,TRUE,3,3 boxs,0,QKN-2572,Manual review required
342,113,5387,2305,Ana Torres,9094,02D,303,Rica Lopez,CHECK_IN,2025-03-11 23:07:00,VALID,FALSE,FALSE,0,,3,RPO-7121,No printed authorization form
343,123,5418,2582,John Bautista,9261,09E,305,Jasmine Cruz,CHECK_IN,2025-03-01 10:15:00,VALID,TRUE,TRUE,1,1 large suitcase,0,KAJ-1659,No luggage
344,182,5315,2060,Mark Garcia,9246,15F,303,Rica Lopez,CHECK_IN,2025-03-01 11:10:00,VALID,TRUE,FALSE,0,,0,XZS-2304,No printed authorization form
345,114,5145,3121,Rina Navarro,9048,13C,302,Carlos Mendoza,CHECK_IN,2025-03-10 9:51:00,VALID,FALSE,TRUE,4,4 backpacks,0,EDJ-7649,With companions
346,191,5197,2753,Bea Cruz,9251,15D,304,Daniel Ramos,CHECK_IN,2025-03-14 23:51:00,VALID,TRUE,FALSE,0,,0,NCB-8573,With companions
347,226,6080,3075,Mark Mendoza,9240,14A,304,Daniel Ramos,CHECK_IN,2025-03-04 5:47:00,VALID,TRUE,TRUE,4,4 backpacks,0,BQD-8661,Manual review required
348,245,5519,2728,Paolo Chua,9042,25E,301,Maria Santos,CHECK_IN,2025-03-11 20:47:00,VALID,TRUE,TRUE,1,1 laptop bag,0,SXO-7945,With companions
349,154,5380,2161,Rina Santos,9055,14E,301,Maria Santos,CHECK_IN,2025-03-03 23:43:00,VALID,TRUE,TRUE,4,4 hand carrys,0,XPJ-9956,ID verified at desk
350,122,5257,2277,Juan Cruz,9058,01F,302,Carlos Mendoza,CHECK_OUT,2025-03-06 2:16:00,VALID,TRUE,TRUE,2,2 small suitcases,4,,Vehicle info recorded
351,105,5239,2341,Kevin Garcia,9249,16A,304,Daniel Ramos,CHECK_IN,2025-03-05 21:57:00,VALID,FALSE,TRUE,3,3 small suitcases,4,PXS-9840,Manual review required
352,202,5996,3052,Kyle Bianchi,9250,08F,301,Maria Santos,CHECK_IN,2025-03-10 22:28:00,VALID,TRUE,TRUE,4,4 laptop bags,3,NAF-4375,Manual review required
353,159,6040,2450,Kyle Lopez,9240,05C,304,Daniel Ramos,CHECK_OUT,2025-03-09 12:44:00,VALID,TRUE,FALSE,0,,0,XCV-7223,With companions
354,225,5207,2852,Angelo Mendoza,9121,07E,301,Maria Santos,CHECK_OUT,2025-03-09 11:56:00,EXPIRED,TRUE,TRUE,1,1 hand carry,4,,Authorization expired
355,158,5248,3151,Miguel Villanueva,9133,11C,301,Maria Santos,CHECK_OUT,2025-03-14 0:12:00,VALID,TRUE,FALSE,0,,0,WBO-7119,No luggage
356,243,5086,3039,Liza Bautista,9061,07C,302,Carlos Mendoza,CHECK_OUT,2025-03-11 9:07:00,VALID,TRUE,FALSE,0,,3,EDG-7603,Manual review required
357,187,5588,3035,John Lim,9137,12F,304,Daniel Ramos,CHECK_IN,2025-03-06 22:02:00,VALID,TRUE,TRUE,2,2 large suitcases,0,NOQ-5072,Smooth processing
358,232,5143,2174,Carlo Lopez,9206,25B,304,Daniel Ramos,CHECK_IN,2025-03-02 4:15:00,VALID,TRUE,FALSE,0,,3,VWR-4550,ID verified at desk
359,235,5301,2828,Trisha Cruz,9279,20E,304,Daniel Ramos,CHECK_OUT,2025-03-10 12:54:00,VALID,FALSE,TRUE,3,3 laptop bags,0,EQR-4318,ID verified at desk
360,233,5698,2328,Juan Dela Cruz,9277,19C,302,Carlos Mendoza,CHECK_OUT,2025-03-08 5:59:00,VALID,FALSE,TRUE,1,1 hand carry,0,LDB-1749,Smooth processing
361,216,5695,2484,Kyle Chua,9274,20B,303,Rica Lopez,CHECK_IN,2025-03-14 8:48:00,VALID,TRUE,TRUE,2,2 small suitcases,2,LOD-2661,No luggage
362,115,5871,2267,Angelo Cruz,9229,03C,305,Jasmine Cruz,CHECK_IN,2025-03-14 1:16:00,VALID,TRUE,TRUE,4,4 duffel bags,0,PXN-2282,Manual review required
363,217,5265,3052,Bea Gomez,9109,15D,301,Maria Santos,CHECK_OUT,2025-03-14 1:18:00,VALID,FALSE,FALSE,0,,0,,ID verified at desk
364,110,6071,2314,Liza Ramos,9157,12C,303,Rica Lopez,CHECK_IN,2025-03-04 14:01:00,VALID,TRUE,TRUE,3,3 backpacks,4,,No printed authorization form
365,117,5092,2856,Angelo Chua,9159,19D,303,Rica Lopez,CHECK_OUT,2025-03-12 3:32:00,VALID,FALSE,TRUE,2,2 boxs,0,VOE-5199,Vehicle info recorded
366,199,5477,2810,Carlo Sy,9024,22D,303,Rica Lopez,CHECK_OUT,2025-03-05 2:26:00,VALID,TRUE,FALSE,0,,0,DUR-1398,Smooth processing
367,245,6069,2388,Angelo Aquino,9010,04F,305,Jasmine Cruz,CHECK_IN,2025-03-01 18:21:00,VALID,TRUE,FALSE,0,,0,CZR-9569,Smooth processing
368,225,5048,2697,Nina Bautista,9213,01E,303,Rica Lopez,CHECK_IN,2025-03-03 9:42:00,VALID,TRUE,TRUE,2,2 large suitcases,1,,Vehicle info recorded
369,143,5121,2667,John Dela Cruz,9030,10D,301,Maria Santos,CHECK_IN,2025-03-10 17:27:00,EXPIRED,TRUE,FALSE,0,,0,,Authorization expired
370,161,5485,3010,Bea Aquino,9198,04C,301,Maria Santos,CHECK_IN,2025-03-13 22:04:00,VALID,TRUE,TRUE,2,2 small suitcases,1,,With companions
371,177,6164,2834,Trisha Lim,9257,07B,303,Rica Lopez,CHECK_IN,2025-03-05 3:51:00,VALID,TRUE,TRUE,4,4 small suitcases,4,TJU-2007,ID verified at desk
372,164,5779,2720,Sarah Chua,9262,10A,302,Carlos Mendoza,CHECK_OUT,2025-03-14 3:31:00,VALID,TRUE,FALSE,0,,0,ING-9855,ID verified at desk
373,215,5560,2504,Carlo Lopez,9108,15E,303,Rica Lopez,CHECK_IN,2025-03-04 9:01:00,VALID,TRUE,TRUE,1,1 duffel bag,4,RCZ-1807,No luggage
374,190,5771,2734,Rafael Bautista,9005,04D,303,Rica Lopez,CHECK_OUT,2025-03-11 10:47:00,VALID,TRUE,FALSE,0,,0,GCT-4337,No printed authorization form
375,109,5575,3010,Rina Cruz,9004,07F,304,Daniel Ramos,CHECK_IN,2025-03-07 15:28:00,VALID,TRUE,FALSE,0,,0,VTS-2192,No luggage
376,132,5532,3168,Miguel Aquino,9141,07F,301,Maria Santos,CHECK_OUT,2025-03-13 11:03:00,VALID,TRUE,FALSE,0,,4,UBK-6641,Manual review required
377,226,5741,3060,Ana Torres,9025,09D,305,Jasmine Cruz,CHECK_IN,2025-03-01 10:49:00,VALID,TRUE,FALSE,0,,0,HWN-1332,No printed authorization form
378,179,5129,2199,Juan Villanueva,9222,01E,303,Rica Lopez,CHECK_OUT,2025-03-06 22:58:00,VALID,TRUE,TRUE,1,1 hand carry,2,YTT-7179,No luggage
379,121,5125,2069,Rafael Lopez,9034,05A,304,Daniel Ramos,CHECK_IN,2025-03-15 5:32:00,VALID,TRUE,FALSE,0,,0,MMD-9639,Smooth processing
380,216,5787,2951,Nina Bianchi,9052,11F,301,Maria Santos,CHECK_IN,2025-03-08 19:14:00,VALID,TRUE,TRUE,1,1 box,0,,With companions
381,230,5525,2728,Nina Villanueva,9228,06B,302,Carlos Mendoza,CHECK_OUT,2025-03-02 17:02:00,VALID,TRUE,TRUE,3,3 backpacks,0,EEP-4954,No printed authorization form
382,102,6061,2297,Ana Torres,9260,18A,304,Daniel Ramos,CHECK_IN,2025-03-05 21:25:00,VALID,TRUE,TRUE,2,2 duffel bags,0,OTW-5995,ID verified at desk
383,207,5674,2333,Liza Garcia,9022,16B,301,Maria Santos,CHECK_OUT,2025-03-06 13:45:00,VALID,TRUE,TRUE,3,3 hand carrys,0,,With companions
384,101,5744,2021,Mark Ramos,9016,18A,302,Carlos Mendoza,CHECK_IN,2025-03-05 18:10:00,VALID,FALSE,TRUE,1,1 large suitcase,2,,ID verified at desk
385,144,5696,3136,Miguel Bautista,9101,01B,303,Rica Lopez,CHECK_OUT,2025-03-01 19:27:00,VALID,TRUE,FALSE,0,,0,GJO-3552,Vehicle info recorded
386,116,5243,2296,Kevin Cruz,9099,18D,303,Rica Lopez,CHECK_IN,2025-03-11 2:35:00,REVOKED,TRUE,TRUE,2,2 hand carrys,0,KHB-4289,Access revoked by admin
387,225,5429,2167,Angelo Bianchi,9034,06E,304,Daniel Ramos,CHECK_OUT,2025-03-12 22:04:00,VALID,TRUE,TRUE,3,3 boxs,0,PPI-9690,Late arrival
388,156,5416,2926,Miguel Navarro,9112,10D,304,Daniel Ramos,CHECK_IN,2025-03-09 20:18:00,VALID,TRUE,FALSE,0,,3,,Smooth processing
389,219,6050,2689,Nina Garcia,9240,14D,303,Rica Lopez,CHECK_OUT,2025-03-08 13:08:00,VALID,TRUE,TRUE,3,3 duffel bags,1,QQR-1431,No luggage
390,118,5738,2079,Gab Cruz,9171,07F,303,Rica Lopez,CHECK_IN,2025-03-07 13:53:00,VALID,TRUE,TRUE,3,3 small suitcases,0,LZM-6907,With companions
391,201,5467,2465,Sarah Villanueva,9120,17E,305,Jasmine Cruz,CHECK_OUT,2025-03-11 19:59:00,VALID,TRUE,FALSE,0,,0,NGO-7805,With companions
392,247,5263,2626,Juan Villanueva,9182,11B,304,Daniel Ramos,CHECK_IN,2025-03-10 12:17:00,VALID,TRUE,TRUE,1,1 box,0,EKS-9996,Vehicle info recorded
393,152,5801,2131,Gab Navarro,9097,16A,303,Rica Lopez,CHECK_IN,2025-03-11 14:35:00,VALID,TRUE,TRUE,2,2 small suitcases,0,AFG-1643,Late arrival
394,174,6074,2144,Trisha Reyes,9189,17A,302,Carlos Mendoza,CHECK_IN,2025-03-10 16:23:00,VALID,FALSE,TRUE,4,4 laptop bags,0,GEG-4672,ID verified at desk
395,250,5416,3030,Trisha Santos,9104,01B,304,Daniel Ramos,CHECK_IN,2025-03-10 10:02:00,VALID,TRUE,TRUE,4,4 laptop bags,0,,No luggage
396,173,5935,2711,Mae Navarro,9090,14B,302,Carlos Mendoza,CHECK_OUT,2025-03-11 3:58:00,VALID,FALSE,TRUE,1,1 laptop bag,0,,With companions
397,170,6102,2598,Mark Cruz,9253,14E,301,Maria Santos,CHECK_OUT,2025-03-03 1:47:00,VALID,TRUE,FALSE,0,,0,,Late arrival
398,229,5092,2947,Juan Lim,9237,13C,304,Daniel Ramos,CHECK_OUT,2025-03-10 8:38:00,VALID,TRUE,FALSE,0,,4,CCR-3727,ID verified at desk
399,141,5350,2037,Rina Gomez,9091,10A,305,Jasmine Cruz,CHECK_OUT,2025-03-05 3:59:00,VALID,TRUE,FALSE,0,,3,,Smooth processing
400,236,5443,2906,Ana Aquino,9053,13F,303,Rica Lopez,CHECK_IN,2025-03-14 22:41:00,VALID,TRUE,FALSE,0,,0,HGC-0600,No printed authorization form
401,149,5130,2452,Liza Bautista,9086,02D,305,Jasmine Cruz,CHECK_IN,2025-03-08 18:39:00,VALID,TRUE,FALSE,0,,0,NDH-3155,With companions
402,103,5824,2648,Juan Navarro,9109,15B,301,Maria Santos,CHECK_OUT,2025-03-07 16:04:00,VALID,TRUE,TRUE,2,2 laptop bags,4,DWR-9241,No printed authorization form
403,199,5273,2681,John Lopez,9247,03C,301,Maria Santos,CHECK_OUT,2025-03-14 15:30:00,VALID,TRUE,FALSE,0,,0,AHA-9143,Vehicle info recorded
404,162,5163,2123,Kevin Ramos,9256,10B,302,Carlos Mendoza,CHECK_IN,2025-03-02 4:42:00,VALID,TRUE,FALSE,0,,0,EIK-0864,Smooth processing
405,158,5679,2702,Miguel Cruz,9277,02F,302,Carlos Mendoza,CHECK_OUT,2025-03-06 9:29:00,VALID,TRUE,TRUE,4,4 duffel bags,4,,Late arrival
406,113,5290,2419,Kevin Lim,9089,19E,302,Carlos Mendoza,CHECK_IN,2025-03-03 2:41:00,VALID,TRUE,TRUE,2,2 large suitcases,0,JJS-7347,No luggage
407,192,5816,2774,John Villanueva,9226,14E,305,Jasmine Cruz,CHECK_OUT,2025-03-04 21:07:00,VALID,TRUE,TRUE,4,4 laptop bags,0,JTR-2824,Vehicle info recorded
408,218,5627,2929,Mae Navarro,9288,20D,301,Maria Santos,CHECK_IN,2025-03-12 0:16:00,VALID,FALSE,TRUE,3,3 laptop bags,0,MXL-6749,No luggage
409,204,5080,2255,Rafael Chua,9084,07D,303,Rica Lopez,CHECK_OUT,2025-03-09 6:22:00,VALID,TRUE,FALSE,0,,0,NXH-3705,Smooth processing
410,137,5536,2933,Kevin Santos,9127,20E,302,Carlos Mendoza,CHECK_IN,2025-03-03 10:24:00,VALID,FALSE,TRUE,1,1 box,0,FNI-4886,ID verified at desk
411,205,5183,2224,Kyle Ramos,9074,09F,302,Carlos Mendoza,CHECK_OUT,2025-03-10 9:20:00,VALID,TRUE,TRUE,4,4 small suitcases,4,UJX-6225,With companions
412,134,5406,2997,John Aquino,9057,15E,302,Carlos Mendoza,CHECK_IN,2025-03-02 16:12:00,VALID,FALSE,TRUE,4,4 laptop bags,0,UFC-4161,ID verified at desk
413,116,5701,2061,Kyle Torres,9245,16F,301,Maria Santos,CHECK_IN,2025-03-07 9:18:00,VALID,TRUE,FALSE,0,,0,,Smooth processing
414,196,6066,2545,Angelo Villanueva,9173,20D,303,Rica Lopez,CHECK_IN,2025-03-09 3:21:00,NOT_FOUND,FALSE,FALSE,0,,0,BLK-1076,QR not recognized
415,135,5053,2252,Bea Santos,9128,12D,305,Jasmine Cruz,CHECK_OUT,2025-03-12 3:31:00,VALID,TRUE,TRUE,3,3 small suitcases,0,ZXK-7397,Vehicle info recorded
416,120,5714,2877,Angelo Gomez,9198,10E,302,Carlos Mendoza,CHECK_OUT,2025-03-13 4:01:00,EXPIRED,TRUE,FALSE,0,,4,JVR-7271,Authorization expired
417,223,6108,2494,Miguel Cruz,9088,25F,301,Maria Santos,CHECK_IN,2025-03-01 23:57:00,VALID,FALSE,FALSE,0,,0,,ID verified at desk
418,221,5253,2279,Gab Villanueva,9047,23C,302,Carlos Mendoza,CHECK_OUT,2025-03-15 0:03:00,VALID,TRUE,FALSE,0,,0,UUZ-8633,ID verified at desk
419,129,5596,2180,Liza Lim,9175,24E,302,Carlos Mendoza,CHECK_OUT,2025-03-03 23:24:00,VALID,TRUE,TRUE,4,4 boxs,0,SRG-6655,With companions
420,233,5455,2219,Rafael Dela Cruz,9276,15C,302,Carlos Mendoza,CHECK_OUT,2025-03-08 2:06:00,VALID,TRUE,TRUE,3,3 large suitcases,0,WBT-5481,ID verified at desk
421,246,5980,2442,Angelo Mendoza,9193,02C,302,Carlos Mendoza,CHECK_OUT,2025-03-06 3:01:00,VALID,FALSE,TRUE,1,1 hand carry,0,XMJ-2086,No printed authorization form
422,208,5970,2714,Rafael Navarro,9037,17F,303,Rica Lopez,CHECK_IN,2025-03-05 18:32:00,VALID,TRUE,TRUE,3,3 hand carrys,0,BWJ-7292,Manual review required
423,223,5597,2297,Sarah Cruz,9101,24F,301,Maria Santos,CHECK_IN,2025-03-14 10:23:00,VALID,TRUE,FALSE,0,,0,VFB-1572,Smooth processing
424,130,6056,2694,Kyle Flores,9077,21F,304,Daniel Ramos,CHECK_IN,2025-03-04 0:52:00,VALID,TRUE,FALSE,0,,0,MYW-1764,Manual review required
425,194,5024,2246,Liza Lim,9063,16F,305,Jasmine Cruz,CHECK_IN,2025-03-14 16:29:00,VALID,TRUE,TRUE,1,1 hand carry,0,UWN-4921,No printed authorization form
426,116,6101,2379,Rafael Dela Cruz,9202,18E,305,Jasmine Cruz,CHECK_IN,2025-03-13 3:23:00,VALID,TRUE,FALSE,0,,0,GVD-2920,Manual review required
427,180,5252,2081,Kevin Chua,9106,21B,301,Maria Santos,CHECK_IN,2025-03-02 3:07:00,VALID,TRUE,TRUE,2,2 laptop bags,0,HJB-8487,With companions
428,247,6005,2641,Bea Ramos,9276,17B,301,Maria Santos,CHECK_OUT,2025-03-02 8:25:00,VALID,TRUE,TRUE,2,2 large suitcases,0,,No printed authorization form
429,171,5264,2865,Mark Sy,9131,09D,302,Carlos Mendoza,CHECK_IN,2025-03-03 5:28:00,REVOKED,TRUE,FALSE,0,,2,,Access revoked by admin
430,168,5395,2763,Kyle Aquino,9084,14B,303,Rica Lopez,CHECK_OUT,2025-03-11 4:49:00,VALID,FALSE,TRUE,3,3 small suitcases,0,NCK-1554,With companions
431,157,5561,2021,Liza Navarro,9114,13A,301,Maria Santos,CHECK_IN,2025-03-08 7:25:00,VALID,FALSE,TRUE,3,3 duffel bags,0,ITD-0256,With companions
432,188,6089,3130,Rina Navarro,9245,19B,303,Rica Lopez,CHECK_IN,2025-03-13 0:28:00,VALID,TRUE,TRUE,3,3 small suitcases,0,LWY-3967,With companions
433,212,5725,2960,Bea Mendoza,9142,14E,302,Carlos Mendoza,CHECK_IN,2025-03-03 7:28:00,REVOKED,TRUE,TRUE,1,1 duffel bag,2,FSB-1487,Access revoked by admin
434,102,5869,3042,Kevin Villanueva,9255,17F,305,Jasmine Cruz,CHECK_OUT,2025-03-10 13:26:00,VALID,TRUE,FALSE,0,,4,XLH-8909,Manual review required
435,143,6073,2461,John Lim,9188,05E,303,Rica Lopez,CHECK_OUT,2025-03-10 22:51:00,VALID,TRUE,FALSE,0,,2,YDJ-4744,Late arrival
436,100,6165,2807,Sarah Mendoza,9264,02D,305,Jasmine Cruz,CHECK_OUT,2025-03-02 15:24:00,VALID,TRUE,TRUE,3,3 small suitcases,2,ADN-7318,With companions
437,205,5254,2999,Juan Tan,9129,08D,304,Daniel Ramos,CHECK_IN,2025-03-09 15:03:00,VALID,TRUE,FALSE,0,,4,OFE-5605,Late arrival
438,128,5389,2584,Ana Tan,9203,14F,303,Rica Lopez,CHECK_OUT,2025-03-04 23:33:00,VALID,FALSE,FALSE,0,,0,,Manual review required
439,240,6015,2261,Carlo Navarro,9257,24F,304,Daniel Ramos,CHECK_IN,2025-03-03 18:54:00,VALID,TRUE,TRUE,1,1 hand carry,0,,No printed authorization form
440,209,5017,2890,Angelo Mendoza,9145,16A,304,Daniel Ramos,CHECK_IN,2025-03-04 19:16:00,VALID,TRUE,TRUE,1,1 hand carry,2,NGP-1892,Late arrival
441,138,5470,2247,Kevin Navarro,9020,09B,302,Carlos Mendoza,CHECK_IN,2025-03-05 21:01:00,VALID,TRUE,TRUE,3,3 duffel bags,0,,No printed authorization form
442,209,5982,2126,Bea Flores,9027,10A,303,Rica Lopez,CHECK_IN,2025-03-09 7:42:00,VALID,TRUE,FALSE,0,,1,,No printed authorization form
443,154,5585,2967,Paolo Bianchi,9052,14B,303,Rica Lopez,CHECK_OUT,2025-03-09 14:33:00,VALID,TRUE,FALSE,0,,0,EKL-5989,No printed authorization form
444,160,5566,2431,Kyle Navarro,9045,04B,305,Jasmine Cruz,CHECK_IN,2025-03-14 16:20:00,REVOKED,FALSE,FALSE,0,,4,CRT-5473,Access revoked by admin
445,236,5315,2090,Kevin Cruz,9215,18F,303,Rica Lopez,CHECK_OUT,2025-03-14 2:01:00,REVOKED,FALSE,TRUE,1,1 laptop bag,4,QZA-2942,Access revoked by admin
446,174,5094,3160,Ana Cruz,9204,16F,305,Jasmine Cruz,CHECK_OUT,2025-03-03 0:57:00,VALID,TRUE,TRUE,4,4 laptop bags,0,,Smooth processing
447,140,6172,2447,Kyle Dela Cruz,9263,15E,305,Jasmine Cruz,CHECK_IN,2025-03-06 8:19:00,VALID,TRUE,TRUE,2,2 small suitcases,0,UEI-2403,Late arrival
448,236,5238,2003,Jasmine Bianchi,9189,11A,305,Jasmine Cruz,CHECK_IN,2025-03-04 8:58:00,VALID,TRUE,TRUE,1,1 duffel bag,0,HXI-2408,No luggage
449,197,5528,3129,Sarah Garcia,9113,11C,302,Carlos Mendoza,CHECK_IN,2025-03-10 7:58:00,VALID,TRUE,FALSE,0,,0,CPF-7223,Manual review required
450,146,5578,2044,Mae Bautista,9091,13F,305,Jasmine Cruz,CHECK_IN,2025-03-04 14:22:00,VALID,TRUE,FALSE,0,,0,,With companions
451,103,5205,2774,Rafael Dela Cruz,9057,01F,301,Maria Santos,CHECK_IN,2025-03-03 5:39:00,VALID,FALSE,FALSE,0,,0,,No luggage
452,238,5694,2175,Sarah Tan,9246,25E,304,Daniel Ramos,CHECK_OUT,2025-03-08 7:52:00,VALID,TRUE,TRUE,3,3 duffel bags,0,,Smooth processing
453,126,6116,2608,Liza Aquino,9213,05A,302,Carlos Mendoza,CHECK_IN,2025-03-11 1:16:00,VALID,TRUE,TRUE,4,4 duffel bags,0,DPF-1314,No printed authorization form
454,119,5684,2243,Jasmine Lim,9023,20B,302,Carlos Mendoza,CHECK_IN,2025-03-08 22:52:00,VALID,TRUE,TRUE,3,3 boxs,0,DIP-5410,With companions
